"TimeWindow","Topic","Discipline","Weight"
"1990_1995","27","Genetics & Heredity",1
"1990_1995","27","Geography",1
"1990_1995","27","Horticulture",1
"1990_1995","27","Life Sciences & Biomedicine - Other Topics",1
"1990_1995","27","Parasitology",1
"1990_1995","27","Physical Geography",1
"1990_1995","27","Plant Sciences",2
"1990_1995","27","Urban Studies",1
"1990_1995","27","Virology",1
"1996_2000","27","Agriculture",1
"1996_2000","27","Agronomy",1
"1996_2000","27","Biochemistry & Molecular Biology",1
"1996_2000","27","Biodiversity Conservation",3
"1996_2000","27","Biotechnology & Applied Microbiology",1
"1996_2000","27","Ecology",7
"1996_2000","27","Evolutionary Biology",1
"1996_2000","27","Horticulture",1
"1996_2000","27","Marine & Freshwater Biology",1
"1996_2000","27","Microbiology",2
"1996_2000","27","Plant Sciences",3
"1996_2000","27","Water Resources",1
"1996_2000","27","Zoology",1
"2001_2005","27","Agriculture",2
"2001_2005","27","Agronomy",1
"2001_2005","27","Biochemistry & Molecular Biology",1
"2001_2005","27","Biodiversity Conservation",2
"2001_2005","27","Biotechnology & Applied Microbiology",4
"2001_2005","27","Ecology",11
"2001_2005","27","Genetics & Heredity",1
"2001_2005","27","Horticulture",1
"2001_2005","27","Immunology",2
"2001_2005","27","Infectious Diseases",1
"2001_2005","27","Marine & Freshwater Biology",5
"2001_2005","27","Microbiology",8
"2001_2005","27","Mycology",1
"2001_2005","27","Oceanography",1
"2001_2005","27","Plant Sciences",5
"2001_2005","27","Veterinary Sciences",1
"2001_2005","27","Water Resources",2
"2001_2005","27","Zoology",1
"2006_2012","27","Biochemistry & Molecular Biology",1
"2006_2012","27","Biology",1
"2006_2012","27","Ecology",7
"2006_2012","27","Evolutionary Biology",3
"2006_2012","27","Genetics & Heredity",1
"2006_2012","27","Life Sciences & Biomedicine - Other Topics",1
"2006_2012","27","Plant Sciences",6
"1990_1995","28","Agriculture",1
"1990_1995","28","Agronomy",1
"1990_1995","28","Biochemical Research Methods",1
"1990_1995","28","Biochemistry & Molecular Biology",1
"1990_1995","28","Biodiversity Conservation",1
"1990_1995","28","Biotechnology & Applied Microbiology",3
"1990_1995","28","Ecology",2
"1990_1995","28","Engineering",2
"1990_1995","28","Entomology",1
"1990_1995","28","Evolutionary Biology",1
"1990_1995","28","Genetics & Heredity",1
"1990_1995","28","Horticulture",1
"1990_1995","28","Microbiology",1
"1990_1995","28","Multidisciplinary Sciences",1
"1990_1995","28","Plant Sciences",1
"1990_1995","28","Science & Technology - Other Topics",1
"1996_2000","28","Agriculture",9
"1996_2000","28","Agronomy",6
"1996_2000","28","Biochemical Research Methods",2
"1996_2000","28","Biochemistry & Molecular Biology",11
"1996_2000","28","Biodiversity Conservation",5
"1996_2000","28","Biology",3
"1996_2000","28","Biomedical Social Sciences",1
"1996_2000","28","Biophysics",2
"1996_2000","28","Biotechnology & Applied Microbiology",6
"1996_2000","28","Business",4
"1996_2000","28","Cell Biology",1
"1996_2000","28","Chemistry",4
"1996_2000","28","Ecology",23
"1996_2000","28","Economics",4
"1996_2000","28","Engineering",3
"1996_2000","28","Entomology",4
"1996_2000","28","Environmental Studies",10
"1996_2000","28","Evolutionary Biology",5
"1996_2000","28","Fisheries",2
"1996_2000","28","Food Science & Technology",1
"1996_2000","28","Forestry",2
"1996_2000","28","Genetics & Heredity",8
"1996_2000","28","Geography",2
"1996_2000","28","Hematology",1
"1996_2000","28","Immunology",4
"1996_2000","28","Infectious Diseases",4
"1996_2000","28","Integrative & Complementary Medicine",1
"1996_2000","28","Life Sciences & Biomedicine - Other Topics",3
"1996_2000","28","Limnology",2
"1996_2000","28","Marine & Freshwater Biology",11
"1996_2000","28","Mathematics",1
"1996_2000","28","Meteorology & Atmospheric Sciences",2
"1996_2000","28","Microbiology",23
"1996_2000","28","Multidisciplinary Sciences",2
"1996_2000","28","Oceanography",3
"1996_2000","28","Oncology",1
"1996_2000","28","Pathology",1
"1996_2000","28","Pharmacology & Pharmacy",3
"1996_2000","28","Physical Geography",2
"1996_2000","28","Physiology",1
"1996_2000","28","Planning & Development",1
"1996_2000","28","Plant Sciences",11
"1996_2000","28","Public Administration",1
"1996_2000","28","Public, Environmental & Occupational Health",3
"1996_2000","28","Science & Technology - Other Topics",2
"1996_2000","28","Social Sciences",1
"1996_2000","28","Sociology",1
"1996_2000","28","Soil Science",4
"1996_2000","28","Statistics & Probability",1
"1996_2000","28","Toxicology",3
"1996_2000","28","Tropical Medicine",2
"1996_2000","28","Urban Studies",2
"1996_2000","28","Veterinary Sciences",2
"1996_2000","28","Virology",3
"1996_2000","28","Water Resources",4
"2001_2005","28","Agriculture",6
"2001_2005","28","Agronomy",4
"2001_2005","28","Anthropology",2
"2001_2005","28","Biochemical Research Methods",1
"2001_2005","28","Biochemistry & Molecular Biology",5
"2001_2005","28","Biodiversity Conservation",5
"2001_2005","28","Biology",7
"2001_2005","28","Biotechnology & Applied Microbiology",4
"2001_2005","28","Cell Biology",2
"2001_2005","28","Chemistry",2
"2001_2005","28","Ecology",13
"2001_2005","28","Entomology",2
"2001_2005","28","Environmental Studies",1
"2001_2005","28","Evolutionary Biology",4
"2001_2005","28","Fisheries",5
"2001_2005","28","Food Science & Technology",2
"2001_2005","28","Forestry",1
"2001_2005","28","Genetics & Heredity",11
"2001_2005","28","Geography",2
"2001_2005","28","Geology",1
"2001_2005","28","Geosciences, Multidisciplinary",1
"2001_2005","28","Geriatrics & Gerontology",1
"2001_2005","28","Horticulture",1
"2001_2005","28","Immunology",4
"2001_2005","28","Life Sciences & Biomedicine - Other Topics",7
"2001_2005","28","Marine & Freshwater Biology",7
"2001_2005","28","Materials Science",2
"2001_2005","28","Mathematical & Computational Biology",2
"2001_2005","28","Microbiology",8
"2001_2005","28","Multidisciplinary Sciences",4
"2001_2005","28","Mycology",1
"2001_2005","28","Oceanography",2
"2001_2005","28","Paleontology",1
"2001_2005","28","Pharmacology & Pharmacy",1
"2001_2005","28","Physical Geography",2
"2001_2005","28","Planning & Development",1
"2001_2005","28","Plant Sciences",10
"2001_2005","28","Public Administration",1
"2001_2005","28","Public, Environmental & Occupational Health",3
"2001_2005","28","Reproductive Biology",1
"2001_2005","28","Science & Technology - Other Topics",4
"2001_2005","28","Sociology",1
"2001_2005","28","Tropical Medicine",2
"2001_2005","28","Veterinary Sciences",1
"2001_2005","28","Virology",1
"2001_2005","28","Water Resources",1
"2006_2012","28","Agriculture",54
"2006_2012","28","Agronomy",28
"2006_2012","28","Anthropology",21
"2006_2012","28","Archaeology",6
"2006_2012","28","Astronomy & Astrophysics",1
"2006_2012","28","Automation & Control Systems",3
"2006_2012","28","Behavioral Sciences",2
"2006_2012","28","Biochemical Research Methods",12
"2006_2012","28","Biochemistry & Molecular Biology",78
"2006_2012","28","Biodiversity Conservation",35
"2006_2012","28","Biology",30
"2006_2012","28","Biophysics",2
"2006_2012","28","Biotechnology & Applied Microbiology",76
"2006_2012","28","Business",8
"2006_2012","28","Cell Biology",17
"2006_2012","28","Chemistry",30
"2006_2012","28","Computer Science",26
"2006_2012","28","Crystallography",1
"2006_2012","28","Developmental Biology",2
"2006_2012","28","Ecology",135
"2006_2012","28","Economics",8
"2006_2012","28","Energy & Fuels",8
"2006_2012","28","Engineering",25
"2006_2012","28","Entomology",15
"2006_2012","28","Environmental Studies",25
"2006_2012","28","Evolutionary Biology",36
"2006_2012","28","Fisheries",17
"2006_2012","28","Food Science & Technology",8
"2006_2012","28","Forestry",9
"2006_2012","28","Gastroenterology & Hepatology",5
"2006_2012","28","Genetics & Heredity",112
"2006_2012","28","Geochemistry & Geophysics",3
"2006_2012","28","Geography",23
"2006_2012","28","Geology",30
"2006_2012","28","Geosciences, Multidisciplinary",27
"2006_2012","28","Government & Law",2
"2006_2012","28","History",2
"2006_2012","28","Horticulture",13
"2006_2012","28","Imaging Science & Photographic Technology",5
"2006_2012","28","Immunology",29
"2006_2012","28","Infectious Diseases",15
"2006_2012","28","Information Science & Library Science",1
"2006_2012","28","Instruments & Instrumentation",1
"2006_2012","28","Integrative & Complementary Medicine",1
"2006_2012","28","Law",1
"2006_2012","28","Legal Medicine",8
"2006_2012","28","Life Sciences & Biomedicine - Other Topics",30
"2006_2012","28","Limnology",5
"2006_2012","28","Marine & Freshwater Biology",63
"2006_2012","28","Materials Science",1
"2006_2012","28","Mathematical & Computational Biology",5
"2006_2012","28","Mathematics",5
"2006_2012","28","Medical Subscience",1
"2006_2012","28","Medicine, Legal",8
"2006_2012","28","Medicine, Research & Experimental",3
"2006_2012","28","Meteorology & Atmospheric Sciences",4
"2006_2012","28","Microbiology",106
"2006_2012","28","Microscopy",2
"2006_2012","28","Multidisciplinary Sciences",32
"2006_2012","28","Mycology",10
"2006_2012","28","Nanoscience & Nanotechnology",1
"2006_2012","28","Neurosciences",1
"2006_2012","28","Nutrition & Dietetics",1
"2006_2012","28","Oceanography",21
"2006_2012","28","Oncology",3
"2006_2012","28","Operations Research & Management Science",1
"2006_2012","28","Optics",1
"2006_2012","28","Paleontology",3
"2006_2012","28","Parasitology",11
"2006_2012","28","Pathology",7
"2006_2012","28","Pharmacology & Pharmacy",10
"2006_2012","28","Physical Geography",20
"2006_2012","28","Physics",3
"2006_2012","28","Physiology",4
"2006_2012","28","Planning & Development",1
"2006_2012","28","Plant Sciences",61
"2006_2012","28","Political Science",1
"2006_2012","28","Psychology",2
"2006_2012","28","Public Administration",3
"2006_2012","28","Public, Environmental & Occupational Health",9
"2006_2012","28","Remote Sensing",7
"2006_2012","28","Reproductive Biology",1
"2006_2012","28","Research & Experimental Medicine",3
"2006_2012","28","Respiratory System",1
"2006_2012","28","Robotics",1
"2006_2012","28","Science & Technology - Other Topics",33
"2006_2012","28","Sociology",2
"2006_2012","28","Soil Science",8
"2006_2012","28","Statistics & Probability",5
"2006_2012","28","Surgery",1
"2006_2012","28","Telecommunications",2
"2006_2012","28","Toxicology",16
"2006_2012","28","Tropical Medicine",4
"2006_2012","28","Urban Studies",9
"2006_2012","28","Veterinary Sciences",4
"2006_2012","28","Virology",25
"2006_2012","28","Water Resources",13
"2006_2012","28","Zoology",20
"1990_1995","29","Agriculture",17
"1990_1995","29","Agronomy",12
"1990_1995","29","Anatomy & Morphology",1
"1990_1995","29","Anthropology",1
"1990_1995","29","Biochemical Research Methods",1
"1990_1995","29","Biochemistry & Molecular Biology",26
"1990_1995","29","Biodiversity Conservation",3
"1990_1995","29","Biology",11
"1990_1995","29","Biophysics",1
"1990_1995","29","Biotechnology & Applied Microbiology",9
"1990_1995","29","Business",1
"1990_1995","29","Cell Biology",6
"1990_1995","29","Chemistry",2
"1990_1995","29","Computer Science",1
"1990_1995","29","Developmental Biology",2
"1990_1995","29","Ecology",36
"1990_1995","29","Economics",1
"1990_1995","29","Energy & Fuels",1
"1990_1995","29","Engineering",4
"1990_1995","29","Environmental Studies",2
"1990_1995","29","Evolutionary Biology",18
"1990_1995","29","Food Science & Technology",1
"1990_1995","29","Forestry",4
"1990_1995","29","Genetics & Heredity",24
"1990_1995","29","Geography",3
"1990_1995","29","Hematology",1
"1990_1995","29","Horticulture",6
"1990_1995","29","Immunology",10
"1990_1995","29","Life Sciences & Biomedicine - Other Topics",11
"1990_1995","29","Marine & Freshwater Biology",3
"1990_1995","29","Mathematical & Computational Biology",2
"1990_1995","29","Medical Subscience",1
"1990_1995","29","Medicine, Research & Experimental",2
"1990_1995","29","Microbiology",9
"1990_1995","29","Microscopy",1
"1990_1995","29","Multidisciplinary Sciences",7
"1990_1995","29","Mycology",4
"1990_1995","29","Neurosciences",2
"1990_1995","29","Oncology",2
"1990_1995","29","Ornithology",1
"1990_1995","29","Paleontology",3
"1990_1995","29","Parasitology",5
"1990_1995","29","Pathology",1
"1990_1995","29","Pharmacology & Pharmacy",1
"1990_1995","29","Physical Geography",3
"1990_1995","29","Physiology",3
"1990_1995","29","Plant Sciences",22
"1990_1995","29","Public, Environmental & Occupational Health",1
"1990_1995","29","Research & Experimental Medicine",2
"1990_1995","29","Science & Technology - Other Topics",7
"1990_1995","29","Soil Science",3
"1990_1995","29","Tropical Medicine",3
"1990_1995","29","Urban Studies",1
"1990_1995","29","Veterinary Sciences",2
"1990_1995","29","Virology",1
"1990_1995","29","Water Resources",2
"1990_1995","29","Zoology",11
"1996_2000","29","Agriculture",18
"1996_2000","29","Agronomy",11
"1996_2000","29","Behavioral Sciences",1
"1996_2000","29","Biochemical Research Methods",3
"1996_2000","29","Biochemistry & Molecular Biology",22
"1996_2000","29","Biodiversity Conservation",3
"1996_2000","29","Biology",4
"1996_2000","29","Biophysics",2
"1996_2000","29","Biotechnology & Applied Microbiology",17
"1996_2000","29","Cell Biology",5
"1996_2000","29","Chemistry",8
"1996_2000","29","Computer Science",2
"1996_2000","29","Ecology",42
"1996_2000","29","Energy & Fuels",1
"1996_2000","29","Engineering",2
"1996_2000","29","Entomology",4
"1996_2000","29","Environmental Studies",4
"1996_2000","29","Evolutionary Biology",12
"1996_2000","29","Food Science & Technology",1
"1996_2000","29","Forestry",11
"1996_2000","29","Gastroenterology & Hepatology",1
"1996_2000","29","Genetics & Heredity",24
"1996_2000","29","Geography",5
"1996_2000","29","Geology",3
"1996_2000","29","Geosciences, Multidisciplinary",3
"1996_2000","29","Hematology",1
"1996_2000","29","Horticulture",4
"1996_2000","29","Imaging Science & Photographic Technology",1
"1996_2000","29","Immunology",7
"1996_2000","29","Infectious Diseases",3
"1996_2000","29","Integrative & Complementary Medicine",1
"1996_2000","29","Life Sciences & Biomedicine - Other Topics",4
"1996_2000","29","Limnology",1
"1996_2000","29","Marine & Freshwater Biology",5
"1996_2000","29","Medicine, Research & Experimental",1
"1996_2000","29","Microbiology",30
"1996_2000","29","Multidisciplinary Sciences",1
"1996_2000","29","Mycology",3
"1996_2000","29","Neurosciences",2
"1996_2000","29","Oncology",2
"1996_2000","29","Ornithology",1
"1996_2000","29","Parasitology",5
"1996_2000","29","Pathology",1
"1996_2000","29","Pharmacology & Pharmacy",4
"1996_2000","29","Physical Geography",5
"1996_2000","29","Physiology",1
"1996_2000","29","Plant Sciences",29
"1996_2000","29","Remote Sensing",2
"1996_2000","29","Reproductive Biology",1
"1996_2000","29","Research & Experimental Medicine",1
"1996_2000","29","Science & Technology - Other Topics",1
"1996_2000","29","Soil Science",2
"1996_2000","29","Toxicology",4
"1996_2000","29","Tropical Medicine",1
"1996_2000","29","Urban Studies",2
"1996_2000","29","Urology & Nephrology",1
"1996_2000","29","Veterinary Sciences",1
"1996_2000","29","Virology",5
"1996_2000","29","Zoology",10
"2001_2005","29","Agriculture",28
"2001_2005","29","Agronomy",14
"2001_2005","29","Allergy",1
"2001_2005","29","Behavioral Sciences",2
"2001_2005","29","Biochemical Research Methods",3
"2001_2005","29","Biochemistry & Molecular Biology",26
"2001_2005","29","Biodiversity Conservation",9
"2001_2005","29","Biology",6
"2001_2005","29","Biophysics",1
"2001_2005","29","Biotechnology & Applied Microbiology",27
"2001_2005","29","Cell Biology",8
"2001_2005","29","Chemistry",6
"2001_2005","29","Computer Science",1
"2001_2005","29","Crystallography",1
"2001_2005","29","Dentistry, Oral Surgery & Medicine",1
"2001_2005","29","Developmental Biology",1
"2001_2005","29","Ecology",38
"2001_2005","29","Engineering",3
"2001_2005","29","Entomology",2
"2001_2005","29","Environmental Studies",5
"2001_2005","29","Evolutionary Biology",15
"2001_2005","29","Food Science & Technology",6
"2001_2005","29","Forestry",6
"2001_2005","29","Gastroenterology & Hepatology",1
"2001_2005","29","Genetics & Heredity",30
"2001_2005","29","Geography",3
"2001_2005","29","Geology",2
"2001_2005","29","Geosciences, Multidisciplinary",2
"2001_2005","29","Horticulture",7
"2001_2005","29","Immunology",7
"2001_2005","29","Infectious Diseases",6
